Price,Address,Squares,Rooms,Floor
2.500 €,"Opština Stari grad, Dorćol",96 m2,2.0,II
400 €,"Opština Zvezdara, Zeleno brdo, Lošinjska",32 m2,1.5,I/3
500 €,"Opština Zvezdara, Mirijevo, Davorina Jenka",65 m2,3.0,III/4
350 €,"Opština Voždovac, Braće Jerković, Jovana Bijelića",40 m2,1.0,PR/4
550 €,"Opština Voždovac, Vojvode Stepe, Voždove kapije",30 m2,0.5,VI/12
450 €,"Opština Palilula, Karaburma, Aleksandra Fleminga",27 m2,0.5,II/6
1.200 €,"Opština Vračar, Neimar, Braničevska",80 m2,3.0,III/4
700 €,"Opština Vračar, Kalenić pijaca, Mileševska",55 m2,2.0,V/6
750 €,"Opština Vračar, Kalenić pijaca, Golsvordijeva",94 m2,4.0,V/6
400 €,"Opština Palilula, Botanička bašta, Bulevar despota Stefana",45 m2,1.5,VII/7
2.000 €,"Opština Voždovac, Trošarina, Beranska",184 m2,4.0,N/A
1.300 €,"Opština Savski venac, Senjak",110 m2,3.0,PR
500 €,"Opština Voždovac, Banjica, Radomira Markovića","43,77 m2",2.0,III/4
270 €,"Opština Zvezdara, Mirijevo, ",30 m2,1.0,PR/4
2.200 €,"Opština Vračar, Čubura, Cara Nikolaja II",104 m2,3.0,III
600 €,"Opština Vračar, Centar, Svetozara Markovića",52 m2,2.0,I/4
400 €,"Opština Palilula, Karaburma, ",40 m2,1.0,III
450 €,"Opština Palilula, Karaburma, Dragoslava Srejovića",65 m2,3.0,I/3
750 €,"Opština Vračar, Hram svetog Save, Nebojšina",65 m2,3.0,III/5
1.900 €,"Opština Savski venac, Dedinje, Slavka Ćuruvije",148 m2,3.0,VPR/1
900 €,"Opština Voždovac, Braće Jerković, Sime Matavulja",118 m2,4.0,II/2
2.300 €,"Opština Vračar, Centar, Resavska",104 m2,2.0,I/6
700 €,"Opština Čukarica, Banovo brdo, Kraljice Katarine",60 m2,3.0,II/3
600 €,"Opština Vračar, Svetozara Markovića, Svetozara Markovica",52 m2,2.0,PR/4
450 €,"Opština Vračar, Južni bulevar, Južni bulevar",48 m2,2.0,N/A
400 €,"Opština Zvezdara, Kluz, Murmanska",45 m2,2.0,I/4
450 €,"Opština Voždovac, Braće Jerković, Sime Matavulja",48 m2,2.0,I/2
650 €,"Opština Savski venac, Dedinje, Bulevar kneza Aleksandra Karađorđevića",45 m2,2.0,II
800 €,"Opština Stari grad, Trg Republike",50 m2,2.0,II/5
1.200 €,"Opština Savski venac, Klinički centar, Miloša Pocerca",89 m2,5+,V/5
750 €,"Opština Novi Beograd, Bežanijska kosa 2, Marka Čelebonovića",61 m2,2.0,VI/6
250 €,"Opština Vračar, Crveni krst, Cerska",25 m2,1.0,PR/1
600 €,"Opština Vračar, Hram svetog Save, Nebojšina",70 m2,2.0,III/6
500 €,"Opština Voždovac, Braće Jerković, Braće Jerković",61 m2,2.5,VPR/4
2.000 €,"Opština Zvezdara, Vukov Spomenik, Zahumska",130 m2,5+,II/4
1.000 €,"Opština Voždovac, Vojvode Stepe, Nestora Žučnog",79 m2,3.0,VPR/4
450 €,"Opština Rakovica, Stari Košutnjak, Trstenjakova",41 m2,2.5,I/3
350 €,"Opština Voždovac, Braće Jerković, Petra Dobrovica 12/2",45 m2,1.5,PR
800 €,"Opština Savski venac, Dedinje, Diane Budisavljević",70 m2,2.0,II
1.100 €,"Opština Savski venac, Dedinje, Neznanog junaka",62 m2,2.0,N/A
700 €,"Opština Vračar, Južni bulevar, Cerska",46 m2,1.5,III
2.000 €,"Opština Vračar, Slavija, Svetozara Markovića",185 m2,4.5,III/7
850 €,"Opština Savski venac, Beograđanka, Kraljice Natalije",80 m2,2.0,IV/12
400 €,"Opština Čukarica, Banovo brdo, Trebevićka",39 m2,2.0,IV/4
300 €,"Opština Čukarica, Žarkovo, Dimitrija Avramovića",25 m2,1.0,II/5
4.500 €,"Opština Savski venac, Senjak, Milovana Glišića",156 m2,4.0,PR
500 €,"Opština Novi Beograd, Blok 5, Bulevar maršala Tolbuhina",70 m2,3.0,II
420 €,"Opština Palilula, Palilulska pijaca, Stanoja Glavaša",45 m2,1.0,VI/7
350 €,"Opština Zvezdara, Lipov lad, Svetomira Nikolajevića",33 m2,1.5,PSUT/4
700 €,"Opština Savski venac, Beograd na vodi, Belgrade Waterfront-BW Aria",37 m2,1.0,I/19
550 €,"Opština Zvezdara, Mirijevo, Matice Srpske",60 m2,2.0,III/10
800 €,"Opština Palilula, Hala Pionir, Dragoslava Srejovića",49 m2,2.0,III/10
1.700 €,"Opština Savski venac, Beograđanka, Svetozara Markovića",133 m2,2.0,VII/7
400 €,"Opština Palilula, Centar, Sime Šolaje",38 m2,1.0,IV/4
1.500 €,"Opština Čukarica, Banovo brdo, Kneza Višeslava",115 m2,4.0,I/3
3.000 €,"Opština Vračar, Hram svetog Save, Braničevska",130 m2,4.5,V
800 €,"Opština Savski venac, Sarajevska, ",83 m2,3.0,VI/6
380 €,"Opština Zemun, Ugrinovačka, Ugrinovačka",40 m2,1.0,PR/2
350 €,"Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",45 m2,1.5,VPR/14
900 €,"Opština Stari grad, Knez Mihailova, Krlja Ptra",49 m2,2.0,PR/6
650 €,"Opština Zvezdara, Gradska bolnica, Dimitrija Tucovića",67 m2,3.0,V/7
1.100 €,"Opština Stari grad, Kalemegdan, Žorža Klemansoa",80 m2,2.0,IV/6
600 €,"Opština Novi Beograd, Fontana, Studentska",45 m2,2.0,II/4
400 €,"Opština Zemun, Save Kovačevića, Sava Burića",45 m2,1.5,III/11
650 €,"Opština Čukarica, Banovo brdo, Nedeljka Čabrinovića",50 m2,2.0,VPR/6
300 €,"Opština Novi Beograd, Stara Bežanija, Vojvođanska",40 m2,1.0,PR/1
700 €,"Opština Vračar, Bulevar kralja Aleksandra, ",35 m2,1.0,V/6
5.900 €,"Opština Stari grad, Obilićev venac, ",294 m2,5+,II
2.200 €,"Opština Savski venac, Beograd na vodi, ",90 m2,3.0,V/17
1.100 €,"Opština Voždovac, Vojvode Stepe, Kumodraska",120 m2,4.0,II/3
1.500 €,"Opština Novi Beograd, Stari Merkator, Džona Kenedija",82 m2,3.0,VI/9
1.600 €,"Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",77 m2,3.0,V/7
650 €,"Opština Voždovac, Lekino brdo, Petrovaradinska",40 m2,2.0,I/5
850 €,"Opština Voždovac, FON - Bilećka, Mosorska",68 m2,3.0,II/3
1.250 €,"Opština Stari grad, Dorćol, Bulevar vojvode Bojovića",57 m2,2.0,I/6
500 €,"Opština Zvezdara, Mirijevo, Jovanke Radaković",39 m2,1.5,IV/4
1.800 €,"Opština Novi Beograd, Blok 9a, ",126 m2,4.0,I
3.000 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca 50",111 m2,4.0,V/16
220 €,"Opština Palilula, Ćalije, Radmile Savićević",20 m2,0.5,N/A
700 €,"Opština Voždovac, FON - Bilećka, Pukovnika Pejovića",55 m2,2.0,III/4
550 €,"Opština Zvezdara, Denkova bašta",44 m2,1.5,IV/5
750 €,"Opština Stari grad, Cara Dušana, Cara Dušana",54 m2,2.0,XI/13
350 €,"Opština Zvezdara, Mirijevo",56 m2,2.0,I
290 €,"Opština Grocka, Kaluđerica",26 m2,0.5,II/3
800 €,"Opština Vračar, Čubura, Sazonova",46 m2,1.5,VPR/5
350 €,"Opština Čukarica, Julino brdo, Poručnika Spasića i Mašere",42 m2,1.0,N/A
350 €,"Opština Zvezdara, Mirijevo, Klanička stara",38 m2,1.5,I/5
350 €,"Opština Palilula, Višnjička Banja, Draginje Adamović",56 m2,2.0,I/3
350 €,"Opština Palilula, Karaburma, Patrisa Lumumbe",35 m2,2.0,PSUT
650 €,"Opština Voždovac, Šumice, Ljermontova",74 m2,3.0,XII/18
200 €,"Opština Palilula, Kotež, Slavka Kolara",25 m2,0.5,I/1
800 €,"Opština Stari grad, Dorćol, Pančićeva",52 m2,2.0,VII/8
600 €,"Opština Palilula, Botanička bašta, 27. marta",30 m2,1.0,IV/5
450 €,"Opština Rakovica, Miljakovac, Stevana Opačića",60 m2,2.0,IV/6
450 €,"Opština Voždovac, Banjica, Radomira Markovića","38,50 m2",2.0,IV/4
400 €,"Opština Voždovac, Banjica, Radomira Markovića","33,43 m2",1.0,III/4
550 €,"Opština Novi Beograd, Blok 30 (B92), Bulevar Zorana Đinđića",42 m2,2.0,I/10
500 €,"Opština Novi Beograd, Stari Merkator, Dzona Kenedija",45 m2,2.0,VIII/9
1.200 €,"Opština Vračar, Centar",106 m2,4.0,I/4
900 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",59 m2,2.0,II
450 €,"Opština Novi Beograd, Blok 64, Nehruova",40 m2,1.0,VI
600 €,"Opština Novi Beograd, Blok 72, Mileve Maric Ajnstajn",43 m2,2.0,I/7
500 €,"Opština Čukarica, Banovo brdo, Kneza Višeslava",65 m2,3.0,I/5
700 €,"Opština Zemun, Donji grad, Magistratski Trg",36 m2,2.0,IV/4
700 €,"Opština Novi Beograd, Stari Merkator, Dzona Kenedija",45 m2,2.0,IV/6
650 €,"Opština Novi Beograd, Blok 44 (TC Piramida), Nehruova",51 m2,2.0,IV/6
1.200 €,"Opština Novi Beograd, Blok 38, Bulevar Arsenija Carnojevica",72 m2,3.0,VII/8
850 €,"Opština Savski venac, Beograd na vodi, ",36 m2,0.5,I
750 €,"Opština Voždovac, Autokomanda, Tabanovačka",83 m2,3.0,II/2
600 €,"Opština Voždovac, Trošarina, Beranska",46 m2,1.5,II/8
900 €,"Opština Stari grad, Cara Dušana, Skender Begova",60 m2,2.0,II/5
1.200 €,"Opština Rakovica, Stari Košutnjak, Milana Blagojevića Španca",87 m2,4.0,II/2
250 €,"Opština Zvezdara, Gradska bolnica, Novice Cerovića",35 m2,1.5,PR/2
1.750 €,"Opština Novi Beograd, Blok 22, Bulevar Arsenija Čarnojevića",174 m2,5+,VI/6
400 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",25 m2,1.0,IV/4
700 €,"Opština Palilula, Hadžipopovac, Primorska",40 m2,2.0,II/2
320 €,"Opština Zvezdara, Mirijevo, ",30 m2,0.5,VPR/4
300 €,"Opština Voždovac, Braće Jerković, ",31 m2,1.0,VPR/4
800 €,"Opština Savski venac, Beograđanka, ",95 m2,3.5,I/4
750 €,"Opština Palilula, Hadžipopovac, ",68 m2,2.5,PR/1
770 €,"Opština Palilula, Tašmajdan, ",70 m2,3.0,III/12
750 €,"Opština Zvezdara, Lion, ",69 m2,3.0,V/7
1.600 €,"Opština Novi Beograd, Blok 63, Jurija Gagarina",70 m2,3.0,VII/7
850 €,"Opština Palilula, Tašmajdan, Karnegijeva",60 m2,2.0,PR/17
400 €,"Opština Zvezdara, Mirijevo, Vladislava Bajčevića",57 m2,2.0,VI/8
750 €,"Opština Voždovac, Dušanovac, Vojvode Djurovica",45 m2,2.0,II/4
550 €,"Opština Vračar, Čubura, Svetolika Rankovića",43 m2,1.5,VPR/4
600 €,"Opština Vračar, Crveni krst, Vojvode Šupljikca",35 m2,1.0,IV/6
700 €,"Opština Stari grad, Centar, Dositejeva",32 m2,1.5,IV/6
450 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",60 m2,2.0,XV/15
400 €,"Opština Zvezdara, Denkova bašta, Vojvode Dovezenskog",43 m2,1.5,SUT/2
280 €,"Opština Čukarica, Julino brdo, Siniše Stankovića",30 m2,0.5,II/3
500 €,"Opština Voždovac, Trošarina, Pazinska",37 m2,1.5,II/5
1.500 €,"Opština Novi Beograd, Blok 9a, Džona Kenedija",80 m2,3.0,I
500 €,"Opština Zvezdara, Učiteljsko naselje, Mis Irbijeva",50 m2,3.0,I/1
850 €,"Opština Voždovac, Jove Ilića",74 m2,3.0,IV
460 €,"Opština Palilula, Višnjička Banja, Slobodana Jovanovića",50 m2,2.0,IV/4
600 €,"Opština Vračar, Cvetni trg, Njegoševa",29 m2,1.0,I/5
420 €,"Opština Voždovac, Braće Jerković, Indire Gandi",42 m2,1.0,VI/6
500 €,"Opština Vračar, Slavija, Beogradska",36 m2,1.5,VI/6
400 €,"Opština Voždovac, Medaković 1, ",35 m2,2.0,I/2
450 €,"Opština Čukarica, Žarkovo, Kopaonička",55 m2,2.0,II/2
750 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",52 m2,2.0,VPR/5
400 €,"Opština Vračar, Hram svetog Save, Brane Crnčevića",29 m2,0.5,VII/7
700 €,"Opština Zvezdara, Vukov Spomenik, Jovana Ćirilova",48 m2,2.0,II/6
800 €,"Opština Stari grad, 25. maj, Tadeuša Košćuška",82 m2,3.0,V/6
430 €,"Opština Čukarica, Čukarička padina, ",41 m2,1.0,III/6
500 €,"Opština Vračar, Čubura, Šumatovačka",28 m2,0.5,I/6
700 €,"Opština Stari grad, Skadarlija, Strahinjića Bana",50 m2,2.0,VPR/8
700 €,"Opština Vračar, Čubura, Sokolska",53 m2,2.0,II/5
1.000 €,"Opština Palilula, Višnjica, Lepe Stamenković",130 m2,3.0,I/2
600 €,"Opština Voždovac, Trošarina, Save Maškovića",48 m2,1.5,VI/8
550 €,"Opština Voždovac, Banjica, Crnotravska",80 m2,3.0,X/22
450 €,"Opština Novi Beograd, Paviljoni, ",35 m2,1.0,I/4
900 €,"Opština Stari grad, 25. maj, Visokog Stevana",72 m2,3.0,III/7
900 €,"Opština Voždovac, Autokomanda, Admirala Vukovića",100 m2,2.0,N/A
1.000 €,"Opština Stari grad, Obilićev venac, Maršala Birjuzova",72 m2,2.0,IV
240 €,"Opština Palilula, Krnjača, Grge Andrijanovića ulica 5.",30 m2,0.5,VPR/3
1.500 €,"Opština Vračar, Čubura, Sokolska",130 m2,4.0,III/3
800 €,"Opština Vračar, Hram svetog Save, Kneginje Zorke",52 m2,2.0,III
1.300 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",53 m2,2.0,XXIV
400 €,"Opština Zemun, Retenzija, Prve pruge",30 m2,1.0,V/8
500 €,"Opština Voždovac, Voždovačka crkva, Gostivarska",55 m2,2.0,I/2
850 €,"Opština Savski venac, Senjak, ",97 m2,3.0,II/2
650 €,"Opština Novi Beograd, Blok 44 (TC Piramida), ",69 m2,3.0,III/6
850 €,"Opština Zvezdara, Đeram pijaca, Marka Oreškovića",60 m2,3.5,III/5
750 €,"Opština Stari grad, Centar, Cetinjska",45 m2,2.0,III/5
800 €,"Opština Savski venac, Dedinje, Heroja Milana Tepica",55 m2,2.0,I/5
300 €,"Opština Zvezdara, Mirijevo, Učiteljice Milice Janković",34 m2,1.5,PR/3
950 €,"Opština Zvezdara, Đeram pijaca, Đuke Dinić",66 m2,3.0,I/5
550 €,"Opština Voždovac, Zaplanjska, Draginje Gavrilović",75 m2,3.0,I/2
320 €,"Opština Rakovica, Labudovo brdo, Serdar Janka Vukotića 30",42 m2,1.0,IX
800 €,"Opština Voždovac, Lekino brdo",55 m2,2.0,III/4
1.100 €,"Opština Novi Beograd, Blok 32 (Crkva svetog Dimitrija), ",90 m2,3.0,VI/6
350 €,"Opština Čukarica, Železnik, Žarka Vasiljevića",44 m2,2.5,PR/6
650 €,"Opština Novi Beograd, Blok 30 (B92), Bulevar Zorana Đinđića",41 m2,1.5,II/11
850 €,"Opština Vračar, Hram svetog Save, Dubljanska",100 m2,4.0,II/3
550 €,"Opština Stari grad, Skadarlija, Bulevar Despota Stefana",36 m2,2.0,II/6
1.300 €,"Opština Savski venac, Dedinje, Maglajska",105 m2,3.5,II/5
850 €,"Opština Savski venac, Dedinje",70 m2,2.0,I
1.100 €,"Opština Novi Beograd, Trešnjinog cveta",63 m2,2.0,II
1.950 €,"Opština Vračar, Krunski venac, Krunska",53 m2,5.0,PR
450 €,"Opština Palilula, Karaburma, Stevana Dukića-Palilula",60 m2,2.0,VI/8
400 €,"Opština Rakovica, Miljakovac, Miljakovačka",60 m2,3.0,II/2
500 €,"Opština Novi Beograd, Ledine, Valtrovićeva",54 m2,3.0,I/4
350 €,"Opština Voždovac, Centar, Irske desete divizije",36 m2,1.0,III/4
700 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",35 m2,0.5,XIII/24
1.000 €,"Opština Novi Beograd, Blok 63, Nehruova",87 m2,3.0,IV/7
450 €,"Opština Novi Beograd, Arena, ",35 m2,1.0,PR/5
750 €,"Opština Novi Beograd, Blok 28, Bulevar Milutina Milankovića",60 m2,3.0,V
650 €,"Opština Stari grad, Trg Republike, Dositejeva",32 m2,1.5,IV/6
2.200 €,"Opština Savski venac, Beograd na vodi, BW Residences",92 m2,3.0,N/A
1.100 €,"Opština Savski venac, Beograd na vodi, BW Parkview",55 m2,2.0,N/A
300 €,"Opština Rakovica, Resnik, Milana Bartoša",60 m2,2.0,VPR/1
550 €,"Opština Stari grad, Dorćol, Dunavska",32 m2,0.5,I/6
650 €,"Opština Novi Beograd, Tošin bunar",53 m2,2.0,V/7
700 €,"Opština Zvezdara, Bulevar kralja Aleksandra",74 m2,3.5,I/4
450 €,"Opština Zvezdara, Dimitrija Tucovića",38 m2,1.5,N/A
800 €,"Opština Voždovac, Vojvode Stepe",88 m2,4.0,VPR/3
400 €,"Opština Vračar, Južni bulevar",30 m2,1.5,PR
300 €,"Opština Zvezdara, Mirijevo",24 m2,0.5,I/4
750 €,"Opština Voždovac, Vojvode Stepe",77 m2,3.0,V/6
850 €,"Opština Novi Beograd, Fontana, Bulevar Zorana Đinđića",78 m2,3.0,II
350 €,"Opština Palilula, Karaburma, Marijane Gregoran",33 m2,1.5,I/6
2.000 €,"Opština Voždovac, Autokomanda, Jove Ilića",125 m2,4.0,I/5
800 €,"Opština Novi Beograd, Bežanijska kosa 1, Peđe Milosavljevića",90 m2,3.0,III/6
700 €,"Opština Vračar, Kalenić pijaca, Molerova",60 m2,2.0,VPR/5
700 €,"Opština Savski venac, Centar, Nemanjina",56 m2,1.5,VPR/2
800 €,"Opština Palilula, Karaburma, Mirijevski Bulevar",75 m2,3.0,I/3
1.300 €,"Opština Voždovac, Autokomanda, Koste Jovanovića",50 m2,2.0,I/2
650 €,"Opština Zvezdara, Đeram pijaca, Jedrenska",59 m2,2.0,I/2
750 €,"Opština Voždovac, FON - Bilećka, Jovanička",75 m2,3.0,III/3
300 €,"Opština Čukarica, Banovo brdo, Požeška",40 m2,1.0,IV/5
600 €,"Opština Voždovac, FON - Bilećka, Nikšićka",59 m2,3.0,I/5
550 €,"Opština Palilula, Karaburma, Ada Huja",80 m2,3.5,N/A
600 €,"Opština Savski venac, Humska, Zvečanska",60 m2,2.0,I/5
1.100 €,"Opština Novi Beograd, Bežanijska kosa 2, Ljubinke Bobic",70 m2,3.0,IV/5
550 €,"Opština Rakovica, Centar, Marička",56 m2,2.0,II/4
350 €,"Opština Čukarica, Filmski grad, Aljehinova",31 m2,0.5,II/5
400 €,"Opština Zvezdara, Mirijevo, Jovanke Radaković",45 m2,1.5,I/4
600 €,"Opština Zvezdara, Denkova bašta, Bledska",75 m2,3.0,II
420 €,"Opština Zemun, Meandri, Banijska",62 m2,2.0,VI
400 €,"Opština Zemun, Altina, Dobanovački put 4. deo",55 m2,2.0,I
900 €,"Opština Zemun, Marija Bursać, Železnička",75 m2,4.0,I/3
640 €,"Opština Vračar, Crveni krst, Vilovskog",42 m2,1.5,I/4
500 €,"Opština Voždovac, Medaković 3",105 m2,4.0,II/3
1.350 €,"Opština Voždovac, Jajinci, Bulevar JNA",76 m2,4.0,V/7
330 €,"Opština Grocka, Leštane, Maršala Tita",75 m2,2.0,PR/3
500 €,"Opština Stari grad, Centar, Strahinjića Bana",28 m2,1.0,IV/5
400 €,"Opština Vračar, Crveni krst, Daničareva",31 m2,1.5,PR
500 €,"Opština Zvezdara, Cvetkova pijaca, Bulevar kralja Aleksandra",55 m2,2.0,VPR/8
600 €,"Opština Surčin, Ledine, Višegradska","63,20 m2",3.0,I/3
1.000 €,"Opština Vračar, Kalenić pijaca, Golsvordijeva",92 m2,3.0,I/6
600 €,"Opština Novi Beograd, Bežanijska kosa 3, Marka Pola",97 m2,3.0,I/6
400 €,"Opština Zemun, Altina, Zire Adamovića",50 m2,2.0,I/2
500 €,"Opština Zvezdara, Mirijevo, Mirijevski venac",70 m2,3.0,I/4
1.200 €,"Opština Zemun, Retenzija, Jovana Miodragovića",97 m2,3.0,V/9
700 €,"Opština Voždovac, Saobraćajni fakultet, ",80 m2,2.5,III/3
790 €,"Opština Stari grad, Politika, Hilandarska",60 m2,3.0,SUT/6
3.000 €,"Opština Savski venac, Dedinje, Slavka Ćuruvije",186 m2,5+,PR/1
450 €,"Opština Zvezdara, Mirijevo, Aleksandra Bugarskog",63 m2,3.0,II/2
600 €,"Opština Stari grad, Bajlonijeva pijaca, Skadarska",74 m2,3.0,PR/5
560 €,"Opština Voždovac, Medaković 3, Borivoja Stevanovića",40 m2,1.5,I/8
800 €,"Opština Vračar, Kalenić pijaca, Trnska",50 m2,2.0,I/3
350 €,"Opština Stari grad, Politika, Jelene Ćetković",20 m2,0.5,III/5
650 €,"Opština Zvezdara, Lipov lad, Vojislava Ilića",37 m2,1.0,IV/6
430 €,"Opština Rakovica, Miljakovac, Stanka Paunovića Veljka-Rakovica",53 m2,2.0,VPR
850 €,"Opština Stari grad, Dorćol, Dobračina",80 m2,3.0,II/2
350 €,"Opština Zvezdara, Mirijevo, Jovanke Radaković",55 m2,2.0,I/3
680 €,"Opština Zvezdara, Mirijevo",71 m2,3.0,IV/4
1.150 €,"Opština Vračar, Kalenić pijaca, Baba Višnjina",110 m2,3.0,IV/4
400 €,"Opština Novi Beograd, Stari Merkator, Džona Kenedija",30 m2,1.0,VPR/5
650 €,"Opština Zemun, Tošin bunar, Tošin Bunar",53 m2,2.0,I/4
500 €,"Opština Zvezdara, Lion",40 m2,1.0,V/6
550 €,"Opština Palilula, Karaburma, Pera Ćetkovića",80 m2,3.0,PR
1.350 €,"Opština Stari grad, Dorćol, Venizelosova",49 m2,2.0,VI/7
800 €,"Opština Vračar, Južni bulevar, ",79 m2,3.0,I/4
4.600 €,"Opština Novi Beograd, Blok 67a (A blok), Jurija Gagarina",147 m2,4.0,XI/12
750 €,"Opština Novi Beograd, Blok 29, Španskih boraca",68 m2,3.0,II/4
550 €,"Opština Novi Beograd, Stari Merkator, Otona Župančiča",35 m2,1.0,VIII/9
450 €,"Opština Novi Beograd, Paviljoni, Bulevar Zorana Đinđića",40 m2,2.0,VI/8
700 €,"Opština Novi Beograd, Opština, Omladinskih brigada",60 m2,3.0,IV/8
500 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Nehruova",46 m2,2.0,II/4
800 €,"Opština Stari grad, Skupština, ",50 m2,2.0,III
350 €,"Opština Palilula, Krnjača, Sutjeska",44 m2,1.5,I/3
450 €,"Opština Zvezdara, Konjarnik, Ustanička",100 m2,3.5,VPR/4
350 €,"Opština Zemun, Meandri, Rade Končara",50 m2,2.0,I/1
450 €,"Opština Vračar, Crveni krst, Mileševska",31 m2,1.0,IV/4
285 €,"Opština Čukarica, Žarkovo, Vodovodska",33 m2,1.5,N/A
450 €,"Opština Zvezdara, Crveni krst, Vojislava Ilića",35 m2,1.0,V/6
2.200 €,"Opština Novi Beograd, Blok 65, ",118 m2,4.0,VII/9
650 €,"Opština Voždovac, Vojvode Stepe, Milisava Đurovića",48 m2,2.0,I/8
700 €,"Opština Zemun, Gornji grad, Cara Dusana",55 m2,2.0,N/A
450 €,"Opština Zvezdara, Lipov lad, Vranjska",45 m2,1.5,N/A
2.500 €,"Opština Vračar, Hram svetog Save, Macvanska",184 m2,3.5,IV/5
750 €,"Opština Stari grad, Takovska",55 m2,2.0,N/A
600 €,"Opština Stari grad, Politika, Cetinjska",33 m2,1.5,I/4
400 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",26 m2,0.5,III/4
650 €,"Opština Novi Beograd, Blok 11, Aleksinačkih rudara",72 m2,3.0,IV/5
500 €,"Opština Palilula, 27. marta",35 m2,1.0,II
1.400 €,"Opština Vračar, Kalenić pijaca, Patrijarha Gavrila",111 m2,4.0,N/A
400 €,"Opština Zvezdara, Bulbulder, ",34 m2,1.0,IV
1.100 €,"Opština Stari grad, Kalemegdan, Cara Uroša",70 m2,3.0,VI
1.500 €,"Opština Vračar, Hram svetog Save, Čuburska",113 m2,4.0,II/4
800 €,"Opština Novi Beograd, Blok 21, Bulevar Mihajla Pupina",78 m2,2.0,VI/8
550 €,"Opština Zvezdara, Zvezdarska šuma, Drugovačka",60 m2,3.0,I/1
700 €,"Opština Savski venac, Dedinje",51 m2,2.0,I
2.700 €,"Opština Savski venac, Senjak, Andre Nikolića",130 m2,4.0,I
1.400 €,"Opština Palilula, Centar, Đušina",140 m2,4.0,VI
270 €,"Opština Čukarica, Žarkovo, Ace Joksimovića",22 m2,1.0,I/2
700 €,"Opština Zemun, Donji grad, Šumadijska",50 m2,2.0,VPR
520 €,"Opština Novi Beograd, YUBC, Bulevar Mihajla Pupina",38 m2,1.0,V/7
2.700 €,"Opština Savski venac, Beograd na vodi, ","91,95 m2",3.0,X/19
1.000 €,"Opština Palilula, Višnjička Banja, Mirka Milojkovića",68 m2,3.0,II
580 €,"Opština Zvezdara, Severni bulevar, Ledinačka",40 m2,1.5,IV/7
450 €,"Opština Novi Beograd, Ledine",40 m2,1.5,PR/4
200 €,"Opština Zvezdara, Mirijevo, Heroja Gorana Ostojića",25 m2,1.0,PR/1
600 €,"Opština Stari grad, Gundulićev venac, Žorža Klemansoa",60 m2,2.5,PR
450 €,"Opština Čukarica, Čukarička padina, ",41 m2,1.0,II/6
900 €,"Opština Novi Beograd, Blok 65, Bulevar heroja sa Košara",54 m2,2.0,IV/9
650 €,"Opština Novi Beograd, Blok 64, Gandijeva",76 m2,2.5,XII/13
900 €,"Opština Vračar, Čubura, Cerska",92 m2,4.0,II/4
950 €,"Opština Savski venac, Beograd na vodi",56 m2,2.0,V/8
800 €,"Opština Vračar, Centar, Smiljanićeva",40 m2,1.0,PR
750 €,"Opština Stari grad, Knez Mihailova, Nikole Spasića",54 m2,2.0,II/8
700 €,"Opština Zemun, Cara Dušana, Cara Dušana",50 m2,2.0,III/4
1.200 €,"Opština Stari grad, Kalemegdan, Čubrina",78 m2,3.0,VPR
3.900 €,"Opština Stari grad, Skadarlija, Skadarska",250 m2,5+,N/A
1.500 €,"Opština Stari grad, Obilićev venac, Obilićev Venac",130 m2,5+,II/4
600 €,"Opština Vračar, Neimar, Hadži Melentijeva",50 m2,2.0,I/5
2.800 €,"Opština Savski venac, Dedinje, Flore Sends",147 m2,4.0,II/2
300 €,"Opština Zvezdara, Olimp, Prote Đurića",26 m2,1.0,III/3
400 €,"Opština Vračar, Cvetni trg, Njegoševa",36 m2,1.0,III/3
2.300 €,"Opština Vračar, Hram svetog Save, ",178 m2,5+,IV/6
370 €,"Opština Voždovac, Braće Jerković, Meštrovićeva",32 m2,1.5,I/4
700 €,"Opština Palilula, Centar, Ilije Garašanina",80 m2,3.0,N/A
400 €,"Opština Voždovac, Braće Jerković, Piva Karamatijevica",37 m2,2.0,PR
380 €,"Opština Voždovac, Medaković padina, Morinjska",41 m2,2.0,II/5
550 €,"Opština Palilula, Karaburma, Vlade Ilica",60 m2,2.5,I/1
1.200 €,"Opština Stari grad, Dorćol, Venizelosova",55 m2,2.0,VI
2.000 €,"Opština Novi Beograd, Blok 65, Tošin bunar",111 m2,4.0,VI
500 €,"Opština Voždovac, Vojvode Vlahovića, ",56 m2,2.0,PR/5
450 €,"Opština Stari grad, Bajlonijeva pijaca, ",47 m2,2.0,PR
800 €,"Opština Vračar, SC Vračar, ",62 m2,2.0,IV/5
